REGION,SUBREGION,COUNTRY,DS,ORGCD,Total Sum of Count
Africa,Sub-Saharan Africa,Chad,Moussoro,WFP,2
Africa,Sub-Saharan Africa,Chad,Ndjamena,FAO,10
Africa,Sub-Saharan Africa,Chad,Ndjamena,IOM,9
Africa,Sub-Saharan Africa,Chad,Ndjamena,UN,44
Africa,Sub-Saharan Africa,Chad,Ndjamena,UNAIDS,4
Africa,Sub-Saharan Africa,Chad,Ndjamena,UNDP,60
Africa,Sub-Saharan Africa,Chad,Ndjamena,UNESCO,3
Africa,Sub-Saharan Africa,Chad,Ndjamena,UNFPA,24
Africa,Sub-Saharan Africa,Chad,Ndjamena,UNHCR,75
Africa,Sub-Saharan Africa,Chad,Ndjamena,UNICEF,121
Africa,Sub-Saharan Africa,Chad,Ndjamena,WFP,105
Africa,Sub-Saharan Africa,Chad,Ndjamena,WHO,50
Africa,Sub-Saharan Africa,Chad,Other,UNDP,1
Africa,Sub-Saharan Africa,Comoros,Moroni,FAO,1
Africa,Sub-Saharan Africa,Comoros,Moroni,UN,8
Africa,Sub-Saharan Africa,Comoros,Moroni,UNDP,30
Africa,Sub-Saharan Africa,Comoros,Moroni,UNFPA,10
Africa,Sub-Saharan Africa,Comoros,Moroni,UNICEF,26
Africa,Sub-Saharan Africa,Comoros,Moroni,WHO,15
Africa,Sub-Saharan Africa,Congo,Betou,UNHCR,14
Africa,Sub-Saharan Africa,Congo,Brazzaville,FAO,6
Africa,Sub-Saharan Africa,Congo,Brazzaville,UN,8
Africa,Sub-Saharan Africa,Congo,Brazzaville,UNAIDS,3
Africa,Sub-Saharan Africa,Congo,Brazzaville,UNDP,26
Africa,Sub-Saharan Africa,Congo,Brazzaville,UNESCO,8
Africa,Sub-Saharan Africa,Congo,Brazzaville,UNFPA,17
Africa,Sub-Saharan Africa,Congo,Brazzaville,UNHCR,28
Africa,Sub-Saharan Africa,Congo,Brazzaville,UNICEF,35
Africa,Sub-Saharan Africa,Congo,Brazzaville,WFP,32
Africa,Sub-Saharan Africa,Congo,Brazzaville,WHO,485
Africa,Sub-Saharan Africa,Congo,Gamboma,UNHCR,7
Africa,Sub-Saharan Africa,Congo,Other,WFP,3
Africa,Sub-Saharan Africa,Congo,Pointe Noire,UNICEF,1
Africa,Sub-Saharan Africa,Congo,Pointe Noire,WFP,3
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Aba,UNHCR,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Aru,UN,3
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Aru,UNHCR,19
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Baraka,UN,8
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Baraka,UNHCR,22
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bendera,UN,3
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Beni,UN,162
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Beni,UNHCR,8
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Beni,UNICEF,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Beni,WFP,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bili,UNHCR,6
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bukavu,IOM,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bukavu,UN,221
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bukavu,UNDP,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bukavu,UNFPA,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bukavu,UNHCR,14
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bukavu,UNICEF,23
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bukavu,WFP,33
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bukavu,WHO,4
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bunia,UN,204
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bunia,UNHCR,7
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bunia,UNICEF,28
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Bunia,WFP,28
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Butembo,UN,14
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Faradje,UNHCR,11
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Gbadolite,UNHCR,31
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Gbadolite,WFP,9
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Goma,FAO,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Goma,UN,668
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Goma,UN WOMEN,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Goma,UNAIDS,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Goma,UNDP,16
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Goma,UNFPA,11
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Goma,UNHCR,41
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Goma,UNICEF,45
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Goma,UNOPS,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Goma,WFP,66
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Goma,WHO,4
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Ituri,UN,13
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kalehe,UN,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kalemie,UN,99
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kalemie,UNFPA,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kalemie,UNHCR,25
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kalemie,UNICEF,21
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kalemie,WFP,30
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kananga,UN,17
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kananga,UNDP,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kananga,UNFPA,3
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kananga,UNHCR,23
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kananga,UNICEF,23
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kananga,WFP,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kananga,WHO,3
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kindu,UN,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,FAO,15
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,IFAD,3
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,ILO,12
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,IOM,7
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,UN,753
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,UN WOMEN,6
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,UNAIDS,10
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,UNDP,97
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,UNESCO,10
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,UNFPA,49
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,UNHCR,88
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,UNICEF,175
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,UNIDO,3
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,UNOPS,5
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,WFP,117
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kinshasa,WHO,70
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kisangani,UN,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kisangani,UNDP,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kisangani,UNICEF,9
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kisangani,WHO,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kitshanga,UN,3
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kiwanja,UN,8
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Kolwezi,ILO,5
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Ligenge,UNHCR,13
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Ligenge,WFP,5
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Lubero,UN,6
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Lubumbashi,IOM,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Lubumbashi,UN,3
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Lubumbashi,UNAIDS,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Lubumbashi,UNFPA,5
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Lubumbashi,UNHCR,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Lubumbashi,UNICEF,27
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Lubumbashi,WFP,11
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Lubumbashi,WHO,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Mbandaka,UNICEF,19
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Mbandaka,WFP,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Mbandaka,WHO,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Mbuji Mayi,UN,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Mbuji Mayi,UNAIDS,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Mbuji Mayi,UNICEF,9
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Mbuji Mayi,WHO,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Minembwe,UN,4
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Moba,UN,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Monigi,UN,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Mwenga,UN,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Nyabiondo,UN,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Nyamilima,UN,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Nyanzale,UN,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Rutshuru,UN,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Rwindi,UN,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Sake,UN,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Sanga,UN,4
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Shabunda,UN,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Tongo,UN,2
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Tshikapa,UN,3
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Tshikapa,UNHCR,14
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Tshikapa,WFP,1
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Uvira,UN,73
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Uvira,UNHCR,6
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Uvira,WFP,4
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Walungu,UN,4
Africa,Sub-Saharan Africa,Democratic Republic of the Congo,Yakoma,UNHCR,3
Africa,Sub-Saharan Africa,Djibouti,Ali Sabieh,UNHCR,8
Africa,Sub-Saharan Africa,Djibouti,Djibouti,FAO,8
Africa,Sub-Saharan Africa,Djibouti,Djibouti,ILO,2
Africa,Sub-Saharan Africa,Djibouti,Djibouti,IOM,6
Africa,Sub-Saharan Africa,Djibouti,Djibouti,UN,10
Africa,Sub-Saharan Africa,Djibouti,Djibouti,UNAIDS,3
Africa,Sub-Saharan Africa,Djibouti,Djibouti,UNDP,16
Africa,Sub-Saharan Africa,Djibouti,Djibouti,UNFPA,7
Africa,Sub-Saharan Africa,Djibouti,Djibouti,UNHCR,22
Africa,Sub-Saharan Africa,Djibouti,Djibouti,UNICEF,31
Africa,Sub-Saharan Africa,Djibouti,Djibouti,UNOPS,6
Africa,Sub-Saharan Africa,Djibouti,Djibouti,WFP,50
Africa,Sub-Saharan Africa,Djibouti,Djibouti,WHO,10
Africa,Sub-Saharan Africa,Djibouti,Obock,UNHCR,5
Africa,Sub-Saharan Africa,Equatorial Guinea,Bata,FAO,1
Africa,Sub-Saharan Africa,Equatorial Guinea,Bata,UNICEF,2
Africa,Sub-Saharan Africa,Equatorial Guinea,Malabo,FAO,4
Africa,Sub-Saharan Africa,Equatorial Guinea,Malabo,ILO,1
Africa,Sub-Saharan Africa,Equatorial Guinea,Malabo,UN,10
Africa,Sub-Saharan Africa,Equatorial Guinea,Malabo,UNAIDS,1
Africa,Sub-Saharan Africa,Equatorial Guinea,Malabo,UNDP,17
Africa,Sub-Saharan Africa,Equatorial Guinea,Malabo,UNFPA,8
Africa,Sub-Saharan Africa,Equatorial Guinea,Malabo,UNICEF,14
Africa,Sub-Saharan Africa,Equatorial Guinea,Malabo,WHO,9
Africa,Sub-Saharan Africa,Eritrea,Asmara,FAO,5
Africa,Sub-Saharan Africa,Eritrea,Asmara,IOM,1
Africa,Sub-Saharan Africa,Eritrea,Asmara,UN,14
Africa,Sub-Saharan Africa,Eritrea,Asmara,UNAIDS,2
Africa,Sub-Saharan Africa,Eritrea,Asmara,UNDP,31
Africa,Sub-Saharan Africa,Eritrea,Asmara,UNFPA,11
Africa,Sub-Saharan Africa,Eritrea,Asmara,UNHCR,12
Africa,Sub-Saharan Africa,Eritrea,Asmara,UNICEF,47
Africa,Sub-Saharan Africa,Eritrea,Asmara,WFP,4
Africa,Sub-Saharan Africa,Eritrea,Asmara,WHO,20
Africa,Sub-Saharan Africa,Ethiopia,Abi-adi,UN,1
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,FAO,40
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,IFAD,7
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,ILO,72
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,IOM,191
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,ITU,9
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,UN,835
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,UN WOMEN,24
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,UNAIDS,16
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,UNDP,176
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,UNESCO,31
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,UNFPA,68
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,UNHCR,116
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,UNICEF,223
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,UNIDO,5
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,UNOPS,2
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,WFP,211
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,WHO,129
Africa,Sub-Saharan Africa,Ethiopia,Addis Ababa,WMO,9
Africa,Sub-Saharan Africa,Ethiopia,Adigrat,UN,1
Africa,Sub-Saharan Africa,Ethiopia,Afar region,UN,1
Africa,Sub-Saharan Africa,Ethiopia,Afar region,UNFPA,2
Africa,Sub-Saharan Africa,Ethiopia,Alamata,UNHCR,3
Africa,Sub-Saharan Africa,Ethiopia,Asaita,UNHCR,3
Africa,Sub-Saharan Africa,Ethiopia,Asosa,IOM,2
Africa,Sub-Saharan Africa,Ethiopia,Asosa,UN,2
Africa,Sub-Saharan Africa,Ethiopia,Asosa,UNICEF,12
Africa,Sub-Saharan Africa,Ethiopia,Asosa,WFP,7
Africa,Sub-Saharan Africa,Ethiopia,Assosa,UNHCR,40
Africa,Sub-Saharan Africa,Ethiopia,Awasa,IOM,1
Africa,Sub-Saharan Africa,Ethiopia,Awasa,UN,3
Africa,Sub-Saharan Africa,Ethiopia,Awasa,UNICEF,27
Africa,Sub-Saharan Africa,Ethiopia,Awasa,WFP,11
Africa,Sub-Saharan Africa,Ethiopia,Bahir Dar,IOM,1
Africa,Sub-Saharan Africa,Ethiopia,Bahir Dar,UN,1
Africa,Sub-Saharan Africa,Ethiopia,Bahir Dar,UNFPA,1
Africa,Sub-Saharan Africa,Ethiopia,Bahir Dar,UNICEF,24
Africa,Sub-Saharan Africa,Ethiopia,Bahir Dar,WFP,3
Africa,Sub-Saharan Africa,Ethiopia,Bambasi,UNHCR,4
Africa,Sub-Saharan Africa,Ethiopia,Berhale,UNHCR,2
Africa,Sub-Saharan Africa,Ethiopia,Bule Hora,UN,1
Africa,Sub-Saharan Africa,Ethiopia,Bule Hora,UNHCR,4
Africa,Sub-Saharan Africa,Ethiopia,Debark,UNHCR,9
Africa,Sub-Saharan Africa,Ethiopia,Dessie,UN,2
Africa,Sub-Saharan Africa,Ethiopia,Dessie,WFP,19
Africa,Sub-Saharan Africa,Ethiopia,Dimma,UNHCR,7
Africa,Sub-Saharan Africa,Ethiopia,Dire Dawa,IOM,3
Africa,Sub-Saharan Africa,Ethiopia,Dire Dawa,UN,4
Africa,Sub-Saharan Africa,Ethiopia,Dire Dawa,UNHCR,2
Africa,Sub-Saharan Africa,Ethiopia,Dire Dawa,WFP,39
Africa,Sub-Saharan Africa,Ethiopia,Dollo Addo,IOM,4
Africa,Sub-Saharan Africa,Ethiopia,Dollo Addo,UNDP,4
Africa,Sub-Saharan Africa,Ethiopia,Dollo Addo,UNHCR,64
Africa,Sub-Saharan Africa,Ethiopia,Dollo Addo,WFP,19
Africa,Sub-Saharan Africa,Ethiopia,Funyido,UNHCR,22
Africa,Sub-Saharan Africa,Ethiopia,Gambela,IOM,5
Africa,Sub-Saharan Africa,Ethiopia,Gambela,UN,4
Africa,Sub-Saharan Africa,Ethiopia,Gambela,UNDP,5
Africa,Sub-Saharan Africa,Ethiopia,Gambela,UNFPA,2
Africa,Sub-Saharan Africa,Ethiopia,Gambela,UNHCR,79
Africa,Sub-Saharan Africa,Ethiopia,Gambela,UNICEF,21
Africa,Sub-Saharan Africa,Ethiopia,Gambela,WFP,21
Africa,Sub-Saharan Africa,Ethiopia,Gambela,WHO,1
Africa,Sub-Saharan Africa,Ethiopia,Gode,UN,1
Africa,Sub-Saharan Africa,Ethiopia,Gode,WFP,24
Africa,Sub-Saharan Africa,Ethiopia,Jijiga,IOM,14
Africa,Sub-Saharan Africa,Ethiopia,Jijiga,UN,10
Africa,Sub-Saharan Africa,Ethiopia,Jijiga,UNDP,5
Africa,Sub-Saharan Africa,Ethiopia,Jijiga,UNFPA,3
Africa,Sub-Saharan Africa,Ethiopia,Jijiga,UNHCR,28
Africa,Sub-Saharan Africa,Ethiopia,Jijiga,UNICEF,33
Africa,Sub-Saharan Africa,Ethiopia,Jijiga,WFP,59
Africa,Sub-Saharan Africa,Ethiopia,Jijiga,WHO,2
Africa,Sub-Saharan Africa,Ethiopia,Kebri Dehar,UN,1
Africa,Sub-Saharan Africa,Ethiopia,Kebri Dehar,WFP,12
Africa,Sub-Saharan Africa,Ethiopia,Mekele,IOM,3
Africa,Sub-Saharan Africa,Ethiopia,Mekele,UN,11
Africa,Sub-Saharan Africa,Ethiopia,Mekele,UNFPA,4
Africa,Sub-Saharan Africa,Ethiopia,Mekele,UNHCR,34
Africa,Sub-Saharan Africa,Ethiopia,Mekele,UNICEF,32
Africa,Sub-Saharan Africa,Ethiopia,Mekele,WFP,24
Africa,Sub-Saharan Africa,Ethiopia,Mekele,WHO,7
Africa,Sub-Saharan Africa,Ethiopia,Moyale,IOM,1
Africa,Sub-Saharan Africa,Ethiopia,Nazareth,UN,2
Africa,Sub-Saharan Africa,Ethiopia,Nazareth,WFP,64
Africa,Sub-Saharan Africa,Ethiopia,Nekempt,UNHCR,5
Africa,Sub-Saharan Africa,Ethiopia,Nekemte,UN,3
Africa,Sub-Saharan Africa,Ethiopia,Semera,IOM,1
Africa,Sub-Saharan Africa,Ethiopia,Semera,UN,2
Africa,Sub-Saharan Africa,Ethiopia,Semera,UNICEF,17
Africa,Sub-Saharan Africa,Ethiopia,Semera,WFP,19
Africa,Sub-Saharan Africa,Ethiopia,Sheder,UNHCR,3
Africa,Sub-Saharan Africa,Ethiopia,Shire,IOM,11
Africa,Sub-Saharan Africa,Ethiopia,Shire,UN,6
Africa,Sub-Saharan Africa,Ethiopia,Shire,UNHCR,45
Africa,Sub-Saharan Africa,Ethiopia,Shire,UNICEF,2
Africa,Sub-Saharan Africa,Ethiopia,Shire,WFP,2
Africa,Sub-Saharan Africa,Ethiopia,Tefreber,UNHCR,6
Africa,Sub-Saharan Africa,Ethiopia,Tongo,UNHCR,8
Africa,Sub-Saharan Africa,Gabon,Libreville,FAO,17
Africa,Sub-Saharan Africa,Gabon,Libreville,ILO,3
Africa,Sub-Saharan Africa,Gabon,Libreville,UN,53
Africa,Sub-Saharan Africa,Gabon,Libreville,UNAIDS,2
Africa,Sub-Saharan Africa,Gabon,Libreville,UNDP,9
Africa,Sub-Saharan Africa,Gabon,Libreville,UNESCO,8
Africa,Sub-Saharan Africa,Gabon,Libreville,UNFPA,7
Africa,Sub-Saharan Africa,Gabon,Libreville,UNHCR,3
Africa,Sub-Saharan Africa,Gabon,Libreville,UNICEF,19
Africa,Sub-Saharan Africa,Gabon,Libreville,WHO,55
Africa,Sub-Saharan Africa,Gambia,Banjul,FAO,6
Africa,Sub-Saharan Africa,Gambia,Banjul,IOM,13
Africa,Sub-Saharan Africa,Gambia,Banjul,ITC,1
Africa,Sub-Saharan Africa,Gambia,Banjul,UN,10
Africa,Sub-Saharan Africa,Gambia,Banjul,UNAIDS,3
Africa,Sub-Saharan Africa,Gambia,Banjul,UNDP,39
Africa,Sub-Saharan Africa,Gambia,Banjul,UNFPA,13
Africa,Sub-Saharan Africa,Gambia,Banjul,UNICEF,36
Africa,Sub-Saharan Africa,Gambia,Banjul,WFP,28
Africa,Sub-Saharan Africa,Gambia,Banjul,WHO,18
Africa,Sub-Saharan Africa,Ghana,Accra,FAO,83
Africa,Sub-Saharan Africa,Ghana,Accra,IFAD,5
Africa,Sub-Saharan Africa,Ghana,Accra,ILO,7
Africa,Sub-Saharan Africa,Ghana,Accra,IMO,1
Africa,Sub-Saharan Africa,Ghana,Accra,IOM,69
Africa,Sub-Saharan Africa,Ghana,Accra,UN,18
Africa,Sub-Saharan Africa,Ghana,Accra,UNAIDS,5
Africa,Sub-Saharan Africa,Ghana,Accra,UNDP,41
Africa,Sub-Saharan Africa,Ghana,Accra,UNESCO,15
Africa,Sub-Saharan Africa,Ghana,Accra,UNFPA,26
Africa,Sub-Saharan Africa,Ghana,Accra,UNHCR,23
Africa,Sub-Saharan Africa,Ghana,Accra,UNICEF,77
Africa,Sub-Saharan Africa,Ghana,Accra,UNIDO,3
Africa,Sub-Saharan Africa,Ghana,Accra,UNOPS,2
Africa,Sub-Saharan Africa,Ghana,Accra,UNU,1
Africa,Sub-Saharan Africa,Ghana,Accra,WFP,40
Africa,Sub-Saharan Africa,Ghana,Accra,WHO,36
Africa,Sub-Saharan Africa,Ghana,Takoradi,UNHCR,9
Africa,Sub-Saharan Africa,Ghana,Tamale,UNDP,2
Africa,Sub-Saharan Africa,Ghana,Tamale,UNFPA,5
Africa,Sub-Saharan Africa,Ghana,Tamale,UNICEF,18
Africa,Sub-Saharan Africa,Ghana,Tamale,WFP,6
Africa,Sub-Saharan Africa,Guinea,Boke,WFP,2
Africa,Sub-Saharan Africa,Guinea,Conakry,FAO,6
Africa,Sub-Saharan Africa,Guinea,Conakry,IFAD,1
Africa,Sub-Saharan Africa,Guinea,Conakry,IOM,22
Africa,Sub-Saharan Africa,Guinea,Conakry,UN,31
Africa,Sub-Saharan Africa,Guinea,Conakry,UNAIDS,4
Africa,Sub-Saharan Africa,Guinea,Conakry,UNDP,52
Africa,Sub-Saharan Africa,Guinea,Conakry,UNFPA,25
Africa,Sub-Saharan Africa,Guinea,Conakry,UNHCR,9
Africa,Sub-Saharan Africa,Guinea,Conakry,UNICEF,72
Africa,Sub-Saharan Africa,Guinea,Conakry,UNIDO,2
Africa,Sub-Saharan Africa,Guinea,Conakry,WFP,55
Africa,Sub-Saharan Africa,Guinea,Conakry,WHO,36
Africa,Sub-Saharan Africa,Guinea,Gueckedou,WFP,1
Africa,Sub-Saharan Africa,Guinea,Kankan,UNFPA,1
Africa,Sub-Saharan Africa,Guinea,Kankan,UNICEF,12
Africa,Sub-Saharan Africa,Guinea,Kankan,WFP,1
Africa,Sub-Saharan Africa,Guinea,Labe,UNDP,1
Africa,Sub-Saharan Africa,Guinea,Labe,UNICEF,12
Africa,Sub-Saharan Africa,Guinea,Labe,WFP,2
Africa,Sub-Saharan Africa,Guinea,Mamou,UNDP,1
Africa,Sub-Saharan Africa,Guinea,Nzerekore,UNICEF,11
Africa,Sub-Saharan Africa,Guinea,Nzerekore,WFP,4
Africa,Sub-Saharan Africa,Guinea-Bissau,Bissau,FAO,4
Africa,Sub-Saharan Africa,Guinea-Bissau,Bissau,IOM,1
Africa,Sub-Saharan Africa,Guinea-Bissau,Bissau,UN,9
Africa,Sub-Saharan Africa,Guinea-Bissau,Bissau,UNDP,40
Africa,Sub-Saharan Africa,Guinea-Bissau,Bissau,UNFPA,12
Africa,Sub-Saharan Africa,Guinea-Bissau,Bissau,UNHCR,6
Africa,Sub-Saharan Africa,Guinea-Bissau,Bissau,UNICEF,41
Africa,Sub-Saharan Africa,Guinea-Bissau,Bissau,WFP,31
Africa,Sub-Saharan Africa,Guinea-Bissau,Bissau,WHO,11
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,FAO,10
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,IFAD,13
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,ILO,60
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,IOM,16
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,UN,15
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,UN WOMEN,5
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,UNAIDS,9
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,UNDP,40
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,UNESCO,12
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,UNFPA,24
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,UNHCR,32
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,UNICEF,89
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,UNIDO,4
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,WFP,35
Africa,Sub-Saharan Africa,Ivory Coast,Abidjan,WHO,36
Africa,Sub-Saharan Africa,Ivory Coast,Bondoukou,UNFPA,1
Africa,Sub-Saharan Africa,Ivory Coast,Bouake,UNFPA,4
Africa,Sub-Saharan Africa,Ivory Coast,Bouake,WFP,1
Africa,Sub-Saharan Africa,Ivory Coast,Guiglo,UNFPA,4
Africa,Sub-Saharan Africa,Ivory Coast,Guiglo,UNHCR,11
Africa,Sub-Saharan Africa,Ivory Coast,Korhogo,UNICEF,6
Africa,Sub-Saharan Africa,Ivory Coast,Man,UNICEF,13
